visit_id,cce_type,available,functional
KD-050-R6,GioStyle (4L),No,
KD-050-R6,Rush (3L),No,
KD-050-R6,Ice Packs,Yes,Yes
KD-051-R1,Solar Refrigerators and Freezers,No,
KD-051-R1,Refrigerators,No,
KD-051-R1,Temperature Monitoring Devices,No,
KD-051-R1,Cold Boxes (6L),No,
KD-051-R1,GioStyle (4L),No,
KD-051-R1,Rush (3L),No,
KD-051-R1,Ice Packs,No,
KD-051-R2,Solar Refrigerators and Freezers,No,
KD-051-R2,Refrigerators,No,
KD-051-R2,Temperature Monitoring Devices,No,
KD-051-R2,Cold Boxes (6L),No,
KD-051-R2,GioStyle (4L),No,
KD-051-R2,Rush (3L),No,
KD-051-R2,Ice Packs,No,
KD-051-R3,Solar Refrigerators and Freezers,No,
KD-051-R3,Refrigerators,No,
KD-051-R3,Temperature Monitoring Devices,No,
KD-051-R3,Cold Boxes (6L),No,
KD-051-R3,GioStyle (4L),No,
KD-051-R3,Rush (3L),No,
KD-051-R3,Ice Packs,No,
KD-051-R4,Solar Refrigerators and Freezers,No,
KD-051-R4,Refrigerators,No,
KD-051-R4,Temperature Monitoring Devices,No,
KD-051-R4,Cold Boxes (6L),No,
KD-051-R4,GioStyle (4L),No,
KD-051-R4,Rush (3L),No,
KD-051-R4,Ice Packs,No,
KD-051-R5,Solar Refrigerators and Freezers,No,
KD-051-R5,Refrigerators,No,
KD-051-R5,Temperature Monitoring Devices,No,
KD-051-R5,Cold Boxes (6L),No,
KD-051-R5,GioStyle (4L),No,
KD-051-R5,Rush (3L),No,
KD-051-R5,Ice Packs,No,
KD-051-R6,Solar Refrigerators and Freezers,No,
KD-051-R6,Refrigerators,No,
KD-051-R6,Temperature Monitoring Devices,No,
KD-051-R6,Cold Boxes (6L),No,
KD-051-R6,GioStyle (4L),No,
KD-051-R6,Rush (3L),No,
KD-051-R6,Ice Packs,No,
KD-052-R1,Solar Refrigerators and Freezers,No,
KD-052-R1,Refrigerators,Yes,Yes
KD-052-R1,Temperature Monitoring Devices,No,
KD-052-R1,Cold Boxes (6L),Yes,Yes
KD-052-R1,GioStyle (4L),Yes,No
KD-052-R1,Rush (3L),No,
KD-052-R1,Ice Packs,Yes,Yes
KD-052-R2,Solar Refrigerators and Freezers,No,
KD-052-R2,Refrigerators,Yes,Yes
KD-052-R2,Temperature Monitoring Devices,No,
KD-052-R2,Cold Boxes (6L),Yes,Yes
KD-052-R2,GioStyle (4L),Yes,Yes
KD-052-R2,Rush (3L),No,
KD-052-R2,Ice Packs,Yes,Yes
KD-052-R3,Solar Refrigerators and Freezers,No,
KD-052-R3,Refrigerators,Yes,Yes
KD-052-R3,Temperature Monitoring Devices,No,
KD-052-R3,Cold Boxes (6L),Yes,Yes
KD-052-R3,GioStyle (4L),Yes,Yes
KD-052-R3,Rush (3L),No,
KD-052-R3,Ice Packs,Yes,No
KD-052-R4,Solar Refrigerators and Freezers,No,
KD-052-R4,Refrigerators,Yes,Yes
KD-052-R4,Temperature Monitoring Devices,No,
KD-052-R4,Cold Boxes (6L),Yes,Yes
KD-052-R4,GioStyle (4L),Yes,Yes
KD-052-R4,Rush (3L),No,
KD-052-R4,Ice Packs,Yes,Yes
KD-052-R5,Solar Refrigerators and Freezers,No,
KD-052-R5,Refrigerators,Yes,Yes
KD-052-R5,Temperature Monitoring Devices,No,
KD-052-R5,Cold Boxes (6L),Yes,Yes
KD-052-R5,GioStyle (4L),Yes,Yes
KD-052-R5,Rush (3L),No,
KD-052-R5,Ice Packs,Yes,Yes
KD-052-R6,Solar Refrigerators and Freezers,No,
KD-052-R6,Refrigerators,Yes,Yes
KD-052-R6,Temperature Monitoring Devices,No,
KD-052-R6,Cold Boxes (6L),Yes,No
KD-052-R6,GioStyle (4L),Yes,Yes
KD-052-R6,Rush (3L),No,
KD-052-R6,Ice Packs,Yes,Yes
KD-053-R1,Solar Refrigerators and Freezers,Yes,No
KD-053-R1,Refrigerators,No,
KD-053-R1,Temperature Monitoring Devices,No,
KD-053-R1,Cold Boxes (6L),Yes,Yes
KD-053-R1,GioStyle (4L),No,
KD-053-R1,Rush (3L),Yes,Yes
KD-053-R1,Ice Packs,Yes,Yes
KD-053-R2,Solar Refrigerators and Freezers,Yes,No
KD-053-R2,Refrigerators,No,
KD-053-R2,Temperature Monitoring Devices,No,
KD-053-R2,Cold Boxes (6L),Yes,Yes
KD-053-R2,GioStyle (4L),No,
KD-053-R2,Rush (3L),Yes,Yes
KD-053-R2,Ice Packs,Yes,Yes
KD-053-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-053-R3,Refrigerators,No,
KD-053-R3,Temperature Monitoring Devices,No,
KD-053-R3,Cold Boxes (6L),Yes,No
KD-053-R3,GioStyle (4L),No,
KD-053-R3,Rush (3L),Yes,Yes
KD-053-R3,Ice Packs,Yes,Yes
KD-053-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-053-R4,Refrigerators,No,
KD-053-R4,Temperature Monitoring Devices,No,
KD-053-R4,Cold Boxes (6L),Yes,Yes
KD-053-R4,GioStyle (4L),No,
KD-053-R4,Rush (3L),Yes,Yes
KD-053-R4,Ice Packs,Yes,Yes
KD-053-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-053-R5,Refrigerators,No,
KD-053-R5,Temperature Monitoring Devices,No,
KD-053-R5,Cold Boxes (6L),Yes,Yes
KD-053-R5,GioStyle (4L),No,
KD-053-R5,Rush (3L),Yes,No
KD-053-R5,Ice Packs,Yes,Yes
KD-053-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-053-R6,Refrigerators,No,
KD-053-R6,Temperature Monitoring Devices,No,
KD-053-R6,Cold Boxes (6L),Yes,Yes
KD-053-R6,GioStyle (4L),No,
KD-053-R6,Rush (3L),Yes,Yes
KD-053-R6,Ice Packs,Yes,Yes
KD-054-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-054-R1,Refrigerators,Yes,No
KD-054-R1,Temperature Monitoring Devices,Yes,No
KD-054-R1,Cold Boxes (6L),Yes,No
KD-054-R1,GioStyle (4L),Yes,Yes
KD-054-R1,Rush (3L),Yes,Yes
KD-054-R1,Ice Packs,Yes,Yes
KD-054-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-054-R2,Refrigerators,Yes,No
KD-054-R2,Temperature Monitoring Devices,Yes,Yes
KD-054-R2,Cold Boxes (6L),Yes,Yes
KD-054-R2,GioStyle (4L),Yes,No
KD-054-R2,Rush (3L),Yes,No
KD-054-R2,Ice Packs,Yes,Yes
KD-054-R3,Solar Refrigerators and Freezers,Yes,No
KD-054-R3,Refrigerators,Yes,Yes
KD-054-R3,Temperature Monitoring Devices,Yes,Yes
KD-054-R3,Cold Boxes (6L),Yes,Yes
KD-054-R3,GioStyle (4L),Yes,Yes
KD-054-R3,Rush (3L),Yes,Yes
KD-054-R3,Ice Packs,Yes,No
KD-054-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-054-R4,Refrigerators,Yes,Yes
KD-054-R4,Temperature Monitoring Devices,Yes,Yes
KD-054-R4,Cold Boxes (6L),Yes,No
KD-054-R4,GioStyle (4L),Yes,Yes
KD-054-R4,Rush (3L),Yes,Yes
KD-054-R4,Ice Packs,Yes,Yes
KD-054-R5,Solar Refrigerators and Freezers,Yes,No
KD-054-R5,Refrigerators,Yes,Yes
KD-054-R5,Temperature Monitoring Devices,Yes,Yes
KD-054-R5,Cold Boxes (6L),Yes,No
KD-054-R5,GioStyle (4L),Yes,Yes
KD-054-R5,Rush (3L),Yes,No
KD-054-R5,Ice Packs,Yes,No
KD-054-R6,Solar Refrigerators and Freezers,Yes,No
KD-054-R6,Refrigerators,Yes,No
KD-054-R6,Temperature Monitoring Devices,Yes,Yes
KD-054-R6,Cold Boxes (6L),Yes,Yes
KD-054-R6,GioStyle (4L),Yes,Yes
KD-054-R6,Rush (3L),Yes,No
KD-054-R6,Ice Packs,Yes,No
KD-055-R1,Solar Refrigerators and Freezers,No,
KD-055-R1,Refrigerators,No,
KD-055-R1,Temperature Monitoring Devices,Yes,Yes
KD-055-R1,Cold Boxes (6L),Yes,Yes
KD-055-R1,GioStyle (4L),Yes,Yes
KD-055-R1,Rush (3L),Yes,No
KD-055-R1,Ice Packs,Yes,Yes
KD-055-R2,Solar Refrigerators and Freezers,No,
KD-055-R2,Refrigerators,No,
KD-055-R2,Temperature Monitoring Devices,Yes,Yes
KD-055-R2,Cold Boxes (6L),Yes,Yes
KD-055-R2,GioStyle (4L),Yes,No
KD-055-R2,Rush (3L),Yes,Yes
KD-055-R2,Ice Packs,Yes,Yes
KD-055-R3,Solar Refrigerators and Freezers,No,
KD-055-R3,Refrigerators,No,
KD-055-R3,Temperature Monitoring Devices,Yes,Yes
KD-055-R3,Cold Boxes (6L),Yes,Yes
KD-055-R3,GioStyle (4L),Yes,Yes
KD-055-R3,Rush (3L),Yes,Yes
KD-055-R3,Ice Packs,Yes,Yes
KD-055-R4,Solar Refrigerators and Freezers,No,
KD-055-R4,Refrigerators,No,
KD-055-R4,Temperature Monitoring Devices,Yes,Yes
KD-055-R4,Cold Boxes (6L),Yes,Yes
KD-055-R4,GioStyle (4L),Yes,Yes
KD-055-R4,Rush (3L),Yes,Yes
KD-055-R4,Ice Packs,Yes,Yes
KD-055-R5,Solar Refrigerators and Freezers,No,
KD-055-R5,Refrigerators,No,
KD-055-R5,Temperature Monitoring Devices,Yes,Yes
KD-055-R5,Cold Boxes (6L),Yes,Yes
KD-055-R5,GioStyle (4L),Yes,Yes
KD-055-R5,Rush (3L),Yes,Yes
KD-055-R5,Ice Packs,Yes,Yes
KD-055-R6,Solar Refrigerators and Freezers,No,
KD-055-R6,Refrigerators,No,
KD-055-R6,Temperature Monitoring Devices,Yes,Yes
KD-055-R6,Cold Boxes (6L),Yes,Yes
KD-055-R6,GioStyle (4L),Yes,Yes
KD-055-R6,Rush (3L),Yes,Yes
KD-055-R6,Ice Packs,Yes,Yes
KD-056-R1,Solar Refrigerators and Freezers,Yes,No
KD-056-R1,Refrigerators,No,
KD-056-R1,Temperature Monitoring Devices,Yes,Yes
KD-056-R1,Cold Boxes (6L),Yes,No
KD-056-R1,GioStyle (4L),Yes,Yes
KD-056-R1,Rush (3L),No,
KD-056-R1,Ice Packs,Yes,Yes
KD-056-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-056-R2,Refrigerators,No,
KD-056-R2,Temperature Monitoring Devices,Yes,No
KD-056-R2,Cold Boxes (6L),Yes,No
KD-056-R2,GioStyle (4L),Yes,Yes
KD-056-R2,Rush (3L),No,
KD-056-R2,Ice Packs,Yes,No
KD-056-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-056-R3,Refrigerators,No,
KD-056-R3,Temperature Monitoring Devices,Yes,Yes
KD-056-R3,Cold Boxes (6L),Yes,Yes
KD-056-R3,GioStyle (4L),Yes,Yes
KD-056-R3,Rush (3L),No,
KD-056-R3,Ice Packs,Yes,No
KD-056-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-056-R4,Refrigerators,No,
KD-056-R4,Temperature Monitoring Devices,Yes,No
KD-056-R4,Cold Boxes (6L),Yes,Yes
KD-056-R4,GioStyle (4L),Yes,Yes
KD-056-R4,Rush (3L),No,
KD-056-R4,Ice Packs,Yes,Yes
KD-056-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-056-R5,Refrigerators,No,
KD-056-R5,Temperature Monitoring Devices,Yes,Yes
KD-056-R5,Cold Boxes (6L),Yes,Yes
KD-056-R5,GioStyle (4L),Yes,Yes
KD-056-R5,Rush (3L),No,
KD-056-R5,Ice Packs,Yes,No
KD-056-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-056-R6,Refrigerators,No,
KD-056-R6,Temperature Monitoring Devices,Yes,Yes
KD-056-R6,Cold Boxes (6L),Yes,Yes
KD-056-R6,GioStyle (4L),Yes,Yes
KD-056-R6,Rush (3L),No,
KD-056-R6,Ice Packs,Yes,Yes
KD-057-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-057-R1,Refrigerators,No,
KD-057-R1,Temperature Monitoring Devices,Yes,Yes
KD-057-R1,Cold Boxes (6L),Yes,Yes
KD-057-R1,GioStyle (4L),No,
KD-057-R1,Rush (3L),No,
KD-057-R1,Ice Packs,Yes,No
KD-057-R2,Solar Refrigerators and Freezers,Yes,No
KD-057-R2,Refrigerators,No,
KD-057-R2,Temperature Monitoring Devices,Yes,Yes
KD-057-R2,Cold Boxes (6L),Yes,Yes
KD-057-R2,GioStyle (4L),No,
KD-057-R2,Rush (3L),No,
KD-057-R2,Ice Packs,Yes,Yes
KD-057-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-057-R3,Refrigerators,No,
KD-057-R3,Temperature Monitoring Devices,Yes,No
KD-057-R3,Cold Boxes (6L),Yes,Yes
KD-057-R3,GioStyle (4L),No,
KD-057-R3,Rush (3L),No,
KD-057-R3,Ice Packs,Yes,Yes
KD-057-R4,Solar Refrigerators and Freezers,Yes,No
KD-057-R4,Refrigerators,No,
KD-057-R4,Temperature Monitoring Devices,Yes,No
KD-057-R4,Cold Boxes (6L),Yes,Yes
KD-057-R4,GioStyle (4L),No,
KD-057-R4,Rush (3L),No,
KD-057-R4,Ice Packs,Yes,Yes
KD-057-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-057-R5,Refrigerators,No,
KD-057-R5,Temperature Monitoring Devices,Yes,Yes
KD-057-R5,Cold Boxes (6L),Yes,Yes
KD-057-R5,GioStyle (4L),No,
KD-057-R5,Rush (3L),No,
KD-057-R5,Ice Packs,Yes,Yes
KD-057-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-057-R6,Refrigerators,No,
KD-057-R6,Temperature Monitoring Devices,Yes,Yes
KD-057-R6,Cold Boxes (6L),Yes,Yes
KD-057-R6,GioStyle (4L),No,
KD-057-R6,Rush (3L),No,
KD-057-R6,Ice Packs,Yes,Yes
KD-058-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-058-R1,Refrigerators,No,
KD-058-R1,Temperature Monitoring Devices,Yes,Yes
KD-058-R1,Cold Boxes (6L),Yes,Yes
KD-058-R1,GioStyle (4L),No,
KD-058-R1,Rush (3L),No,
KD-058-R1,Ice Packs,Yes,Yes
KD-058-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-058-R2,Refrigerators,No,
KD-058-R2,Temperature Monitoring Devices,Yes,Yes
KD-058-R2,Cold Boxes (6L),Yes,Yes
KD-058-R2,GioStyle (4L),No,
KD-058-R2,Rush (3L),No,
KD-058-R2,Ice Packs,Yes,Yes
KD-058-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-058-R3,Refrigerators,No,
KD-058-R3,Temperature Monitoring Devices,Yes,Yes
KD-058-R3,Cold Boxes (6L),Yes,No
KD-058-R3,GioStyle (4L),No,
KD-058-R3,Rush (3L),No,
KD-058-R3,Ice Packs,Yes,Yes
KD-058-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-058-R4,Refrigerators,No,
KD-058-R4,Temperature Monitoring Devices,Yes,Yes
KD-058-R4,Cold Boxes (6L),Yes,Yes
KD-058-R4,GioStyle (4L),No,
KD-058-R4,Rush (3L),No,
KD-058-R4,Ice Packs,Yes,Yes
KD-058-R5,Solar Refrigerators and Freezers,Yes,No
KD-058-R5,Refrigerators,No,
KD-058-R5,Temperature Monitoring Devices,Yes,Yes
KD-058-R5,Cold Boxes (6L),Yes,No
KD-058-R5,GioStyle (4L),No,
KD-058-R5,Rush (3L),No,
KD-058-R5,Ice Packs,Yes,Yes
KD-058-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-058-R6,Refrigerators,No,
KD-058-R6,Temperature Monitoring Devices,Yes,Yes
KD-058-R6,Cold Boxes (6L),Yes,Yes
KD-058-R6,GioStyle (4L),No,
KD-058-R6,Rush (3L),No,
KD-058-R6,Ice Packs,Yes,No
KD-059-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-059-R1,Refrigerators,No,
KD-059-R1,Temperature Monitoring Devices,No,
KD-059-R1,Cold Boxes (6L),Yes,Yes
KD-059-R1,GioStyle (4L),Yes,Yes
KD-059-R1,Rush (3L),Yes,No
KD-059-R1,Ice Packs,Yes,Yes
KD-059-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-059-R2,Refrigerators,No,
KD-059-R2,Temperature Monitoring Devices,No,
KD-059-R2,Cold Boxes (6L),Yes,Yes
KD-059-R2,GioStyle (4L),Yes,Yes
KD-059-R2,Rush (3L),Yes,Yes
KD-059-R2,Ice Packs,Yes,Yes
KD-059-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-059-R3,Refrigerators,No,
KD-059-R3,Temperature Monitoring Devices,No,
KD-059-R3,Cold Boxes (6L),Yes,Yes
KD-059-R3,GioStyle (4L),Yes,Yes
KD-059-R3,Rush (3L),Yes,Yes
KD-059-R3,Ice Packs,Yes,Yes
KD-059-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-059-R4,Refrigerators,No,
KD-059-R4,Temperature Monitoring Devices,No,
KD-059-R4,Cold Boxes (6L),Yes,No
KD-059-R4,GioStyle (4L),Yes,Yes
KD-059-R4,Rush (3L),Yes,Yes
KD-059-R4,Ice Packs,Yes,No
KD-059-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-059-R5,Refrigerators,No,
KD-059-R5,Temperature Monitoring Devices,No,
KD-059-R5,Cold Boxes (6L),Yes,Yes
KD-059-R5,GioStyle (4L),Yes,Yes
KD-059-R5,Rush (3L),Yes,Yes
KD-059-R5,Ice Packs,Yes,Yes
KD-059-R6,Solar Refrigerators and Freezers,Yes,No
KD-059-R6,Refrigerators,No,
KD-059-R6,Temperature Monitoring Devices,No,
KD-059-R6,Cold Boxes (6L),Yes,Yes
KD-059-R6,GioStyle (4L),Yes,No
KD-059-R6,Rush (3L),Yes,Yes
KD-059-R6,Ice Packs,Yes,Yes
KD-060-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-060-R1,Refrigerators,No,
KD-060-R1,Temperature Monitoring Devices,No,
KD-060-R1,Cold Boxes (6L),No,
KD-060-R1,GioStyle (4L),Yes,Yes
KD-060-R1,Rush (3L),No,
KD-060-R1,Ice Packs,No,
KD-060-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-060-R2,Refrigerators,No,
KD-060-R2,Temperature Monitoring Devices,No,
KD-060-R2,Cold Boxes (6L),No,
KD-060-R2,GioStyle (4L),Yes,Yes
KD-060-R2,Rush (3L),No,
KD-060-R2,Ice Packs,No,
KD-060-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-060-R3,Refrigerators,No,
KD-060-R3,Temperature Monitoring Devices,No,
KD-060-R3,Cold Boxes (6L),No,
KD-060-R3,GioStyle (4L),Yes,Yes
KD-060-R3,Rush (3L),No,
KD-060-R3,Ice Packs,No,
KD-060-R4,Solar Refrigerators and Freezers,Yes,No
KD-060-R4,Refrigerators,No,
KD-060-R4,Temperature Monitoring Devices,No,
KD-060-R4,Cold Boxes (6L),No,
KD-060-R4,GioStyle (4L),Yes,Yes
KD-060-R4,Rush (3L),No,
KD-060-R4,Ice Packs,No,
KD-060-R5,Solar Refrigerators and Freezers,Yes,No
KD-060-R5,Refrigerators,No,
KD-060-R5,Temperature Monitoring Devices,No,
KD-060-R5,Cold Boxes (6L),No,
KD-060-R5,GioStyle (4L),Yes,Yes
KD-060-R5,Rush (3L),No,
KD-060-R5,Ice Packs,No,
KD-060-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-060-R6,Refrigerators,No,
KD-060-R6,Temperature Monitoring Devices,No,
KD-060-R6,Cold Boxes (6L),No,
KD-060-R6,GioStyle (4L),Yes,Yes
KD-060-R6,Rush (3L),No,
KD-060-R6,Ice Packs,No,
KD-061-R1,Solar Refrigerators and Freezers,No,
KD-061-R1,Refrigerators,No,
KD-061-R1,Temperature Monitoring Devices,Yes,Yes
KD-061-R1,Cold Boxes (6L),Yes,No
KD-061-R1,GioStyle (4L),No,
KD-061-R1,Rush (3L),No,
KD-061-R1,Ice Packs,Yes,Yes
KD-061-R2,Solar Refrigerators and Freezers,No,
KD-061-R2,Refrigerators,No,
KD-061-R2,Temperature Monitoring Devices,Yes,Yes
KD-061-R2,Cold Boxes (6L),Yes,Yes
KD-061-R2,GioStyle (4L),No,
KD-061-R2,Rush (3L),No,
KD-061-R2,Ice Packs,Yes,Yes
KD-061-R3,Solar Refrigerators and Freezers,No,
KD-061-R3,Refrigerators,No,
KD-061-R3,Temperature Monitoring Devices,Yes,No
KD-061-R3,Cold Boxes (6L),Yes,Yes
KD-061-R3,GioStyle (4L),No,
KD-061-R3,Rush (3L),No,
KD-061-R3,Ice Packs,Yes,Yes
KD-061-R4,Solar Refrigerators and Freezers,No,
KD-061-R4,Refrigerators,No,
KD-061-R4,Temperature Monitoring Devices,Yes,Yes
KD-061-R4,Cold Boxes (6L),Yes,Yes
KD-061-R4,GioStyle (4L),No,
KD-061-R4,Rush (3L),No,
KD-061-R4,Ice Packs,Yes,Yes
KD-061-R5,Solar Refrigerators and Freezers,No,
KD-061-R5,Refrigerators,No,
KD-061-R5,Temperature Monitoring Devices,Yes,Yes
KD-061-R5,Cold Boxes (6L),Yes,Yes
KD-061-R5,GioStyle (4L),No,
KD-061-R5,Rush (3L),No,
KD-061-R5,Ice Packs,Yes,Yes
KD-061-R6,Solar Refrigerators and Freezers,No,
KD-061-R6,Refrigerators,No,
KD-061-R6,Temperature Monitoring Devices,Yes,No
KD-061-R6,Cold Boxes (6L),Yes,Yes
KD-061-R6,GioStyle (4L),No,
KD-061-R6,Rush (3L),No,
KD-061-R6,Ice Packs,Yes,Yes
KD-062-R1,Solar Refrigerators and Freezers,No,
KD-062-R1,Refrigerators,No,
KD-062-R1,Temperature Monitoring Devices,No,
KD-062-R1,Cold Boxes (6L),No,
KD-062-R1,GioStyle (4L),No,
KD-062-R1,Rush (3L),No,
KD-062-R1,Ice Packs,No,
KD-062-R2,Solar Refrigerators and Freezers,No,
KD-062-R2,Refrigerators,No,
KD-062-R2,Temperature Monitoring Devices,No,
KD-062-R2,Cold Boxes (6L),No,
KD-062-R2,GioStyle (4L),No,
KD-062-R2,Rush (3L),No,
KD-062-R2,Ice Packs,No,
KD-062-R3,Solar Refrigerators and Freezers,No,
KD-062-R3,Refrigerators,No,
KD-062-R3,Temperature Monitoring Devices,No,
KD-062-R3,Cold Boxes (6L),No,
KD-062-R3,GioStyle (4L),No,
KD-062-R3,Rush (3L),No,
KD-062-R3,Ice Packs,No,
KD-062-R4,Solar Refrigerators and Freezers,No,
KD-062-R4,Refrigerators,No,
KD-062-R4,Temperature Monitoring Devices,No,
KD-062-R4,Cold Boxes (6L),No,
KD-062-R4,GioStyle (4L),No,
KD-062-R4,Rush (3L),No,
KD-062-R4,Ice Packs,No,
KD-062-R5,Solar Refrigerators and Freezers,No,
KD-062-R5,Refrigerators,No,
KD-062-R5,Temperature Monitoring Devices,No,
KD-062-R5,Cold Boxes (6L),No,
KD-062-R5,GioStyle (4L),No,
KD-062-R5,Rush (3L),No,
KD-062-R5,Ice Packs,No,
KD-062-R6,Solar Refrigerators and Freezers,No,
KD-062-R6,Refrigerators,No,
KD-062-R6,Temperature Monitoring Devices,No,
KD-062-R6,Cold Boxes (6L),No,
KD-062-R6,GioStyle (4L),No,
KD-062-R6,Rush (3L),No,
KD-062-R6,Ice Packs,No,
KD-063-R1,Solar Refrigerators and Freezers,Yes,No
KD-063-R1,Refrigerators,No,
KD-063-R1,Temperature Monitoring Devices,Yes,Yes
KD-063-R1,Cold Boxes (6L),No,
KD-063-R1,GioStyle (4L),Yes,Yes
KD-063-R1,Rush (3L),No,
KD-063-R1,Ice Packs,Yes,Yes
KD-063-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-063-R2,Refrigerators,No,
KD-063-R2,Temperature Monitoring Devices,Yes,No
KD-063-R2,Cold Boxes (6L),No,
KD-063-R2,GioStyle (4L),Yes,Yes
KD-063-R2,Rush (3L),No,
KD-063-R2,Ice Packs,Yes,Yes
KD-063-R3,Solar Refrigerators and Freezers,Yes,No
KD-063-R3,Refrigerators,No,
KD-063-R3,Temperature Monitoring Devices,Yes,Yes
KD-063-R3,Cold Boxes (6L),No,
KD-063-R3,GioStyle (4L),Yes,Yes
KD-063-R3,Rush (3L),No,
KD-063-R3,Ice Packs,Yes,Yes
KD-063-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-063-R4,Refrigerators,No,
KD-063-R4,Temperature Monitoring Devices,Yes,Yes
KD-063-R4,Cold Boxes (6L),No,
KD-063-R4,GioStyle (4L),Yes,Yes
KD-063-R4,Rush (3L),No,
KD-063-R4,Ice Packs,Yes,Yes
KD-063-R5,Solar Refrigerators and Freezers,Yes,No
KD-063-R5,Refrigerators,No,
KD-063-R5,Temperature Monitoring Devices,Yes,Yes
KD-063-R5,Cold Boxes (6L),No,
KD-063-R5,GioStyle (4L),Yes,Yes
KD-063-R5,Rush (3L),No,
KD-063-R5,Ice Packs,Yes,Yes
KD-063-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-063-R6,Refrigerators,No,
KD-063-R6,Temperature Monitoring Devices,Yes,No
KD-063-R6,Cold Boxes (6L),No,
KD-063-R6,GioStyle (4L),Yes,Yes
KD-063-R6,Rush (3L),No,
KD-063-R6,Ice Packs,Yes,Yes
KD-064-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-064-R1,Refrigerators,No,
KD-064-R1,Temperature Monitoring Devices,Yes,Yes
KD-064-R1,Cold Boxes (6L),Yes,Yes
KD-064-R1,GioStyle (4L),Yes,Yes
KD-064-R1,Rush (3L),No,
KD-064-R1,Ice Packs,Yes,Yes
KD-064-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-064-R2,Refrigerators,No,
KD-064-R2,Temperature Monitoring Devices,Yes,Yes
KD-064-R2,Cold Boxes (6L),Yes,Yes
KD-064-R2,GioStyle (4L),Yes,Yes
KD-064-R2,Rush (3L),No,
KD-064-R2,Ice Packs,Yes,Yes
KD-064-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-064-R3,Refrigerators,No,
KD-064-R3,Temperature Monitoring Devices,Yes,No
KD-064-R3,Cold Boxes (6L),Yes,No
KD-064-R3,GioStyle (4L),Yes,No
KD-064-R3,Rush (3L),No,
KD-064-R3,Ice Packs,Yes,No
KD-064-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-064-R4,Refrigerators,No,
KD-064-R4,Temperature Monitoring Devices,Yes,Yes
KD-064-R4,Cold Boxes (6L),Yes,Yes
KD-064-R4,GioStyle (4L),Yes,Yes
KD-064-R4,Rush (3L),No,
KD-064-R4,Ice Packs,Yes,Yes
KD-064-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-064-R5,Refrigerators,No,
KD-064-R5,Temperature Monitoring Devices,Yes,Yes
KD-064-R5,Cold Boxes (6L),Yes,Yes
KD-064-R5,GioStyle (4L),Yes,Yes
KD-064-R5,Rush (3L),No,
KD-064-R5,Ice Packs,Yes,No
KD-064-R6,Solar Refrigerators and Freezers,Yes,No
KD-064-R6,Refrigerators,No,
KD-064-R6,Temperature Monitoring Devices,Yes,No
KD-064-R6,Cold Boxes (6L),Yes,Yes
KD-064-R6,GioStyle (4L),Yes,Yes
KD-064-R6,Rush (3L),No,
KD-064-R6,Ice Packs,Yes,Yes
KD-065-R1,Solar Refrigerators and Freezers,No,
KD-065-R1,Refrigerators,No,
KD-065-R1,Temperature Monitoring Devices,No,
KD-065-R1,Cold Boxes (6L),No,
KD-065-R1,GioStyle (4L),No,
KD-065-R1,Rush (3L),No,
KD-065-R1,Ice Packs,No,
KD-065-R2,Solar Refrigerators and Freezers,No,
KD-065-R2,Refrigerators,No,
KD-065-R2,Temperature Monitoring Devices,No,
