visit_id,service,offered,dedicated_days,all_planned_sessions_conducted,reason_not_conducted
KD-051-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-051-R2,Postnatal Care,Yes,Specific days,Yes,
KD-051-R2,IMCI,No,,,
KD-051-R2,Malaria,Yes,Specific days,Yes,
KD-051-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-051-R2,Family Planning,Yes,Specific days,Yes,
KD-051-R3,Immunization,No,,,
KD-051-R3,Nutrition,Yes,MTWTF,Yes,
KD-051-R3,Antenatal Care,Yes,On needs basis,Yes,
KD-051-R3,Postnatal Care,Yes,On needs basis,Yes,
KD-051-R3,IMCI,No,,,
KD-051-R3,Malaria,Yes,MTWTF,Yes,
KD-051-R3,Labour and Delivery,Yes,Specific days,No,Lack of transportation or logistics support
KD-051-R3,Family Planning,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-051-R4,Immunization,No,,,
KD-051-R4,Nutrition,Yes,On needs basis,Yes,
KD-051-R4,Antenatal Care,Yes,Specific days,Yes,
KD-051-R4,Postnatal Care,Yes,Specific days,Yes,
KD-051-R4,IMCI,No,,,
KD-051-R4,Malaria,Yes,Specific days,Yes,
KD-051-R4,Labour and Delivery,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-051-R4,Family Planning,Yes,MTWTF,Yes,
KD-051-R5,Immunization,No,,,
KD-051-R5,Nutrition,Yes,MTWTF,Yes,
KD-051-R5,Antenatal Care,Yes,Specific days,Yes,
KD-051-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-051-R5,IMCI,No,,,
KD-051-R5,Malaria,Yes,On needs basis,Yes,
KD-051-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-051-R5,Family Planning,Yes,Specific days,Yes,
KD-051-R6,Immunization,No,,,
KD-051-R6,Nutrition,Yes,On needs basis,Yes,
KD-051-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-051-R6,Postnatal Care,Yes,Specific days,Yes,
KD-051-R6,IMCI,No,,,
KD-051-R6,Malaria,Yes,On needs basis,Yes,
KD-051-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-051-R6,Family Planning,Yes,MTWTF,Yes,
KD-052-R1,Immunization,Yes,MTWTF,Yes,
KD-052-R1,Nutrition,No,,,
KD-052-R1,Antenatal Care,Yes,Specific days,Yes,
KD-052-R1,Postnatal Care,No,,,
KD-052-R1,IMCI,Yes,On needs basis,Yes,
KD-052-R1,Malaria,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-052-R1,Labour and Delivery,No,,,
KD-052-R1,Family Planning,Yes,Specific days,Yes,
KD-052-R2,Immunization,Yes,MTWTF,Yes,
KD-052-R2,Nutrition,No,,,
KD-052-R2,Antenatal Care,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-052-R2,Postnatal Care,No,,,
KD-052-R2,IMCI,Yes,MTWTFSS,Yes,
KD-052-R2,Malaria,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-052-R2,Labour and Delivery,No,,,
KD-052-R2,Family Planning,Yes,On needs basis,Yes,
KD-052-R3,Immunization,Yes,MTWTF,Yes,
KD-052-R3,Nutrition,No,,,
KD-052-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-052-R3,Postnatal Care,No,,,
KD-052-R3,IMCI,Yes,Specific days,Yes,
KD-052-R3,Malaria,Yes,Specific days,Yes,
KD-052-R3,Labour and Delivery,No,,,
KD-052-R3,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-052-R4,Immunization,Yes,MTWTF,Yes,
KD-052-R4,Nutrition,No,,,
KD-052-R4,Antenatal Care,Yes,Specific days,Yes,
KD-052-R4,Postnatal Care,No,,,
KD-052-R4,IMCI,Yes,Specific days,Yes,
KD-052-R4,Malaria,Yes,MTWTF,No,Lack of transportation or logistics support
KD-052-R4,Labour and Delivery,No,,,
KD-052-R4,Family Planning,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-052-R5,Immunization,Yes,MTWTF,Yes,
KD-052-R5,Nutrition,No,,,
KD-052-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-052-R5,Postnatal Care,No,,,
KD-052-R5,IMCI,Yes,On needs basis,Yes,
KD-052-R5,Malaria,Yes,MTWTF,Yes,
KD-052-R5,Labour and Delivery,No,,,
KD-052-R5,Family Planning,Yes,MTWTFSS,Yes,
KD-052-R6,Immunization,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-052-R6,Nutrition,No,,,
KD-052-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-052-R6,Postnatal Care,No,,,
KD-052-R6,IMCI,Yes,Specific days,Yes,
KD-052-R6,Malaria,Yes,MTWTF,Yes,
KD-052-R6,Labour and Delivery,No,,,
KD-052-R6,Family Planning,Yes,MTWTF,Yes,
KD-053-R1,Immunization,Yes,MTWTF,Yes,
KD-053-R1,Nutrition,No,,,
KD-053-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-053-R1,Postnatal Care,Yes,Specific days,No,Cold chain equipment failure
KD-053-R1,IMCI,Yes,On needs basis,No,Weather or environmental conditions
KD-053-R1,Malaria,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-053-R1,Labour and Delivery,Yes,On needs basis,Yes,
KD-053-R1,Family Planning,Yes,On needs basis,Yes,
KD-053-R2,Immunization,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-053-R2,Nutrition,No,,,
KD-053-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-053-R2,Postnatal Care,Yes,Specific days,Yes,
KD-053-R2,IMCI,Yes,MTWTF,Yes,
KD-053-R2,Malaria,Yes,Specific days,Yes,
KD-053-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-053-R2,Family Planning,Yes,Specific days,Yes,
KD-053-R3,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-053-R3,Nutrition,No,,,
KD-053-R3,Antenatal Care,Yes,Specific days,Yes,
KD-053-R3,Postnatal Care,Yes,Specific days,Yes,
KD-053-R3,IMCI,Yes,Specific days,Yes,
KD-053-R3,Malaria,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-053-R3,Labour and Delivery,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-053-R3,Family Planning,Yes,MTWTF,Yes,
KD-053-R4,Immunization,Yes,On needs basis,Yes,
KD-053-R4,Nutrition,No,,,
KD-053-R4,Antenatal Care,Yes,MTWTF,No,Lack of transportation or logistics support
KD-053-R4,Postnatal Care,Yes,Specific days,Yes,
KD-053-R4,IMCI,Yes,MTWTF,No,Other
KD-053-R4,Malaria,Yes,MTWTFSS,Yes,
KD-053-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-053-R4,Family Planning,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-053-R5,Immunization,Yes,MTWTF,No,Weather or environmental conditions
KD-053-R5,Nutrition,No,,,
KD-053-R5,Antenatal Care,Yes,On needs basis,Yes,
KD-053-R5,Postnatal Care,Yes,MTWTFSS,Yes,
KD-053-R5,IMCI,Yes,Specific days,Yes,
KD-053-R5,Malaria,Yes,Specific days,No,Weather or environmental conditions
KD-053-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-053-R5,Family Planning,Yes,MTWTF,Yes,
KD-053-R6,Immunization,Yes,MTWTF,Yes,
KD-053-R6,Nutrition,No,,,
KD-053-R6,Antenatal Care,Yes,MTWTF,No,Low community turnout / community resistance
KD-053-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-053-R6,IMCI,Yes,Specific days,Yes,
KD-053-R6,Malaria,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-053-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-053-R6,Family Planning,Yes,MTWTF,Yes,
KD-054-R1,Immunization,Yes,MTWTF,No,Vaccine stock-out
KD-054-R1,Nutrition,Yes,Specific days,Yes,
KD-054-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-054-R1,Postnatal Care,Yes,On needs basis,Yes,
KD-054-R1,IMCI,Yes,MTWTF,Yes,
KD-054-R1,Malaria,Yes,MTWTF,Yes,
KD-054-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-054-R1,Family Planning,Yes,MTWTF,Yes,
KD-054-R2,Immunization,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-054-R2,Nutrition,Yes,On needs basis,Yes,
KD-054-R2,Antenatal Care,Yes,Specific days,Yes,
KD-054-R2,Postnatal Care,Yes,Specific days,No,Low community turnout / community resistance
KD-054-R2,IMCI,Yes,MTWTF,Yes,
KD-054-R2,Malaria,Yes,MTWTFSS,Yes,
KD-054-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-054-R2,Family Planning,Yes,MTWTF,Yes,
KD-054-R3,Immunization,Yes,On needs basis,Yes,
KD-054-R3,Nutrition,Yes,Specific days,Yes,
KD-054-R3,Antenatal Care,Yes,Specific days,No,Weather or environmental conditions
KD-054-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-054-R3,IMCI,Yes,MTWTF,Yes,
KD-054-R3,Malaria,Yes,MTWTF,Yes,
KD-054-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-054-R3,Family Planning,Yes,MTWTF,Yes,
KD-054-R4,Immunization,Yes,MTWTF,Yes,
KD-054-R4,Nutrition,Yes,Specific days,No,Lack of transportation or logistics support
KD-054-R4,Antenatal Care,Yes,On needs basis,Yes,
KD-054-R4,Postnatal Care,Yes,Specific days,Yes,
KD-054-R4,IMCI,Yes,MTWTF,Yes,
KD-054-R4,Malaria,Yes,MTWTF,Yes,
KD-054-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-054-R4,Family Planning,Yes,MTWTF,Yes,
KD-054-R5,Immunization,Yes,MTWTF,Yes,
KD-054-R5,Nutrition,Yes,MTWTFSS,Yes,
KD-054-R5,Antenatal Care,Yes,Specific days,Yes,
KD-054-R5,Postnatal Care,Yes,Specific days,Yes,
KD-054-R5,IMCI,Yes,On needs basis,Yes,
KD-054-R5,Malaria,Yes,MTWTF,Yes,
KD-054-R5,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-054-R5,Family Planning,Yes,Specific days,Yes,
KD-054-R6,Immunization,Yes,MTWTFSS,Yes,
KD-054-R6,Nutrition,Yes,On needs basis,Yes,
KD-054-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-054-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-054-R6,IMCI,Yes,Specific days,Yes,
KD-054-R6,Malaria,Yes,Specific days,Yes,
KD-054-R6,Labour and Delivery,Yes,Specific days,No,Lack of transportation or logistics support
KD-054-R6,Family Planning,Yes,Specific days,Yes,
KD-055-R1,Immunization,Yes,On needs basis,Yes,
KD-055-R1,Nutrition,Yes,MTWTFSS,Yes,
KD-055-R1,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-055-R1,Postnatal Care,Yes,Specific days,Yes,
KD-055-R1,IMCI,Yes,Specific days,Yes,
KD-055-R1,Malaria,Yes,On needs basis,Yes,
KD-055-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-055-R1,Family Planning,No,,,
KD-055-R2,Immunization,Yes,Specific days,Yes,
KD-055-R2,Nutrition,Yes,MTWTF,Yes,
KD-055-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-055-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-055-R2,IMCI,Yes,MTWTFSS,Yes,
KD-055-R2,Malaria,Yes,MTWTF,Yes,
KD-055-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-055-R2,Family Planning,No,,,
KD-055-R3,Immunization,Yes,Specific days,Yes,
KD-055-R3,Nutrition,Yes,On needs basis,Yes,
KD-055-R3,Antenatal Care,Yes,On needs basis,Yes,
KD-055-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-055-R3,IMCI,Yes,MTWTF,Yes,
KD-055-R3,Malaria,Yes,Specific days,Yes,
KD-055-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-055-R3,Family Planning,No,,,
KD-055-R4,Immunization,Yes,Specific days,Yes,
KD-055-R4,Nutrition,Yes,MTWTFSS,Yes,
KD-055-R4,Antenatal Care,Yes,Specific days,Yes,
KD-055-R4,Postnatal Care,Yes,Specific days,Yes,
KD-055-R4,IMCI,Yes,MTWTF,Yes,
KD-055-R4,Malaria,Yes,Specific days,Yes,
KD-055-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-055-R4,Family Planning,No,,,
KD-055-R5,Immunization,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-055-R5,Nutrition,Yes,On needs basis,Yes,
KD-055-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-055-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-055-R5,IMCI,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-055-R5,Malaria,Yes,On needs basis,Yes,
KD-055-R5,Labour and Delivery,Yes,MTWTF,Yes,
KD-055-R5,Family Planning,No,,,
KD-055-R6,Immunization,Yes,Specific days,No,Lack of transportation or logistics support
KD-055-R6,Nutrition,Yes,On needs basis,Yes,
KD-055-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-055-R6,Postnatal Care,Yes,Specific days,No,Lack of transportation or logistics support
KD-055-R6,IMCI,Yes,On needs basis,Yes,
KD-055-R6,Malaria,Yes,MTWTF,Yes,
KD-055-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-055-R6,Family Planning,No,,,
KD-056-R1,Immunization,Yes,MTWTFSS,Yes,
KD-056-R1,Nutrition,No,,,
KD-056-R1,Antenatal Care,No,,,
KD-056-R1,Postnatal Care,Yes,MTWTFSS,No,Weather or environmental conditions
KD-056-R1,IMCI,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-056-R1,Malaria,Yes,MTWTF,Yes,
KD-056-R1,Labour and Delivery,No,,,
KD-056-R1,Family Planning,Yes,MTWTF,Yes,
KD-056-R2,Immunization,Yes,MTWTF,Yes,
KD-056-R2,Nutrition,No,,,
KD-056-R2,Antenatal Care,No,,,
KD-056-R2,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-056-R2,IMCI,Yes,MTWTF,Yes,
KD-056-R2,Malaria,Yes,MTWTF,Yes,
KD-056-R2,Labour and Delivery,No,,,
KD-056-R2,Family Planning,Yes,MTWTF,Yes,
KD-056-R3,Immunization,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-056-R3,Nutrition,No,,,
KD-056-R3,Antenatal Care,No,,,
KD-056-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-056-R3,IMCI,Yes,On needs basis,Yes,
KD-056-R3,Malaria,Yes,On needs basis,Yes,
KD-056-R3,Labour and Delivery,No,,,
KD-056-R3,Family Planning,Yes,Specific days,Yes,
KD-056-R4,Immunization,Yes,Specific days,Yes,
KD-056-R4,Nutrition,No,,,
KD-056-R4,Antenatal Care,No,,,
KD-056-R4,Postnatal Care,Yes,On needs basis,No,Low community turnout / community resistance
KD-056-R4,IMCI,Yes,MTWTF,Yes,
KD-056-R4,Malaria,Yes,Specific days,Yes,
KD-056-R4,Labour and Delivery,No,,,
KD-056-R4,Family Planning,Yes,On needs basis,Yes,
KD-056-R5,Immunization,Yes,MTWTF,Yes,
KD-056-R5,Nutrition,No,,,
KD-056-R5,Antenatal Care,No,,,
KD-056-R5,Postnatal Care,Yes,Specific days,Yes,
KD-056-R5,IMCI,Yes,MTWTF,Yes,
KD-056-R5,Malaria,Yes,Specific days,Yes,
KD-056-R5,Labour and Delivery,No,,,
KD-056-R5,Family Planning,Yes,MTWTF,Yes,
KD-056-R6,Immunization,Yes,MTWTF,No,Weather or environmental conditions
KD-056-R6,Nutrition,No,,,
KD-056-R6,Antenatal Care,No,,,
KD-056-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-056-R6,IMCI,Yes,MTWTF,Yes,
KD-056-R6,Malaria,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-056-R6,Labour and Delivery,No,,,
KD-056-R6,Family Planning,Yes,MTWTF,Yes,
KD-057-R1,Immunization,Yes,On needs basis,Yes,
KD-057-R1,Nutrition,Yes,Specific days,Yes,
KD-057-R1,Antenatal Care,Yes,MTWTF,No,Other
KD-057-R1,Postnatal Care,Yes,Specific days,Yes,
KD-057-R1,IMCI,Yes,MTWTF,Yes,
KD-057-R1,Malaria,Yes,Specific days,Yes,
KD-057-R1,Labour and Delivery,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R1,Family Planning,Yes,Specific days,Yes,
KD-057-R2,Immunization,Yes,On needs basis,Yes,
KD-057-R2,Nutrition,Yes,MTWTF,Yes,
KD-057-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-057-R2,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-057-R2,IMCI,Yes,MTWTF,Yes,
KD-057-R2,Malaria,Yes,Specific days,Yes,
KD-057-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-057-R2,Family Planning,Yes,On needs basis,Yes,
KD-057-R3,Immunization,Yes,On needs basis,Yes,
KD-057-R3,Nutrition,Yes,Specific days,Yes,
KD-057-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-057-R3,Postnatal Care,Yes,On needs basis,Yes,
KD-057-R3,IMCI,Yes,Specific days,Yes,
KD-057-R3,Malaria,Yes,MTWTF,Yes,
KD-057-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-057-R3,Family Planning,Yes,Specific days,No,Lack of transportation or logistics support
KD-057-R4,Immunization,Yes,MTWTFSS,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R4,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-057-R4,Antenatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R4,Postnatal Care,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R4,IMCI,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R4,Malaria,Yes,Specific days,No,Low community turnout / community resistance
KD-057-R4,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-057-R4,Family Planning,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-057-R5,Immunization,Yes,MTWTF,No,Cold chain equipment failure
KD-057-R5,Nutrition,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-057-R5,Antenatal Care,Yes,Specific days,Yes,
KD-057-R5,Postnatal Care,Yes,Specific days,No,Weather or environmental conditions
KD-057-R5,IMCI,Yes,Specific days,Yes,
KD-057-R5,Malaria,Yes,MTWTF,Yes,
KD-057-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-057-R5,Family Planning,Yes,MTWTF,Yes,
KD-057-R6,Immunization,Yes,On needs basis,Yes,
KD-057-R6,Nutrition,Yes,MTWTF,Yes,
KD-057-R6,Antenatal Care,Yes,Specific days,Yes,
KD-057-R6,Postnatal Care,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-057-R6,IMCI,Yes,On needs basis,Yes,
KD-057-R6,Malaria,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-057-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-057-R6,Family Planning,Yes,MTWTF,Yes,
KD-058-R1,Immunization,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-058-R1,Nutrition,Yes,Specific days,Yes,
KD-058-R1,Antenatal Care,Yes,On needs basis,Yes,
KD-058-R1,Postnatal Care,Yes,On needs basis,Yes,
KD-058-R1,IMCI,Yes,MTWTF,Yes,
KD-058-R1,Malaria,Yes,Specific days,Yes,
KD-058-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-058-R1,Family Planning,Yes,Specific days,Yes,
KD-058-R2,Immunization,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R2,Nutrition,Yes,MTWTF,Yes,
KD-058-R2,Antenatal Care,Yes,Specific days,Yes,
KD-058-R2,Postnatal Care,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-058-R2,IMCI,Yes,Specific days,Yes,
KD-058-R2,Malaria,Yes,MTWTF,Yes,
KD-058-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-058-R2,Family Planning,Yes,MTWTF,Yes,
KD-058-R3,Immunization,Yes,On needs basis,Yes,
KD-058-R3,Nutrition,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R3,Antenatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R3,Postnatal Care,Yes,Specific days,No,Low community turnout / community resistance
KD-058-R3,IMCI,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R3,Malaria,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R3,Labour and Delivery,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R3,Family Planning,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-058-R4,Immunization,Yes,MTWTF,No,Vaccine stock-out
KD-058-R4,Nutrition,Yes,On needs basis,No,Low community turnout / community resistance
KD-058-R4,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-058-R4,Postnatal Care,Yes,Specific days,Yes,
KD-058-R4,IMCI,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-058-R4,Malaria,Yes,On needs basis,Yes,
KD-058-R4,Labour and Delivery,Yes,MTWTF,No,Weather or environmental conditions
KD-058-R4,Family Planning,Yes,On needs basis,No,Weather or environmental conditions
KD-058-R5,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-058-R5,Nutrition,Yes,MTWTF,Yes,
KD-058-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-058-R5,Postnatal Care,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-058-R5,IMCI,Yes,Specific days,Yes,
KD-058-R5,Malaria,Yes,MTWTF,Yes,
KD-058-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-058-R5,Family Planning,Yes,Specific days,Yes,
KD-058-R6,Immunization,Yes,MTWTFSS,Yes,
KD-058-R6,Nutrition,Yes,MTWTF,Yes,
KD-058-R6,Antenatal Care,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-058-R6,Postnatal Care,Yes,Specific days,Yes,
KD-058-R6,IMCI,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-058-R6,Malaria,Yes,Specific days,Yes,
KD-058-R6,Labour and Delivery,Yes,On needs basis,Yes,
KD-058-R6,Family Planning,Yes,On needs basis,Yes,
KD-059-R1,Immunization,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-059-R1,Nutrition,Yes,Specific days,Yes,
KD-059-R1,Antenatal Care,Yes,Specific days,Yes,
KD-059-R1,Postnatal Care,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-059-R1,IMCI,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-059-R1,Malaria,Yes,Specific days,No,Low community turnout / community resistance
KD-059-R1,Labour and Delivery,Yes,On needs basis,Yes,
KD-059-R1,Family Planning,Yes,Specific days,Yes,
KD-059-R2,Immunization,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-059-R2,Nutrition,Yes,Specific days,Yes,
KD-059-R2,Antenatal Care,Yes,On needs basis,Yes,
KD-059-R2,Postnatal Care,Yes,On needs basis,Yes,
KD-059-R2,IMCI,Yes,MTWTF,Yes,
KD-059-R2,Malaria,Yes,On needs basis,Yes,
KD-059-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-059-R2,Family Planning,Yes,Specific days,Yes,
KD-059-R3,Immunization,Yes,MTWTFSS,Yes,
KD-059-R3,Nutrition,Yes,MTWTF,Yes,
KD-059-R3,Antenatal Care,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-059-R3,Postnatal Care,Yes,MTWTF,No,Weather or environmental conditions
KD-059-R3,IMCI,Yes,Specific days,Yes,
KD-059-R3,Malaria,Yes,MTWTF,Yes,
KD-059-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-059-R3,Family Planning,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-059-R4,Immunization,Yes,Specific days,Yes,
KD-059-R4,Nutrition,Yes,MTWTF,No,Weather or environmental conditions
KD-059-R4,Antenatal Care,Yes,Specific days,Yes,
KD-059-R4,Postnatal Care,Yes,On needs basis,Yes,
KD-059-R4,IMCI,Yes,Specific days,Yes,
KD-059-R4,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-059-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-059-R4,Family Planning,Yes,Specific days,Yes,
KD-059-R5,Immunization,Yes,On needs basis,Yes,
KD-059-R5,Nutrition,Yes,MTWTF,Yes,
KD-059-R5,Antenatal Care,Yes,Specific days,Yes,
KD-059-R5,Postnatal Care,Yes,On needs basis,Yes,
KD-059-R5,IMCI,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-059-R5,Malaria,Yes,Specific days,Yes,
KD-059-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-059-R5,Family Planning,Yes,On needs basis,Yes,
KD-059-R6,Immunization,Yes,On needs basis,Yes,
KD-059-R6,Nutrition,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-059-R6,Antenatal Care,Yes,Specific days,Yes,
KD-059-R6,Postnatal Care,Yes,Specific days,Yes,
KD-059-R6,IMCI,Yes,MTWTF,Yes,
KD-059-R6,Malaria,Yes,MTWTF,Yes,
KD-059-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-059-R6,Family Planning,Yes,MTWTF,Yes,
KD-060-R1,Immunization,Yes,MTWTF,Yes,
KD-060-R1,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-060-R1,Antenatal Care,Yes,Specific days,Yes,
KD-060-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-060-R1,IMCI,Yes,Specific days,No,Other
KD-060-R1,Malaria,Yes,On needs basis,Yes,
KD-060-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-060-R1,Family Planning,No,,,
KD-060-R2,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-060-R2,Nutrition,Yes,Specific days,Yes,
KD-060-R2,Antenatal Care,Yes,On needs basis,Yes,
KD-060-R2,Postnatal Care,Yes,On needs basis,Yes,
KD-060-R2,IMCI,Yes,On needs basis,Yes,
KD-060-R2,Malaria,Yes,On needs basis,Yes,
KD-060-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-060-R2,Family Planning,No,,,
KD-060-R3,Immunization,Yes,MTWTF,Yes,
KD-060-R3,Nutrition,Yes,MTWTF,Yes,
KD-060-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-060-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-060-R3,IMCI,Yes,MTWTF,Yes,
KD-060-R3,Malaria,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-060-R3,Labour and Delivery,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-060-R3,Family Planning,No,,,
KD-060-R4,Immunization,Yes,On needs basis,Yes,
KD-060-R4,Nutrition,Yes,Specific days,Yes,
KD-060-R4,Antenatal Care,Yes,MTWTF,Yes,
